NFT_ID,X_POSITION,Y_POSITION,DISTANCE_TO_EDGE
1659,59,17,16
1660,60,17,16
1661,61,17,16
1662,62,17,16
1663,63,17,16
1664,64,17,16
1665,65,17,16
1666,66,17,16
1667,67,17,16
1668,68,17,16
1669,69,17,16
1670,70,17,16
1671,71,17,16
1672,72,17,16
1673,73,17,16
1674,74,17,16
1675,75,17,16
1676,76,17,16
1677,77,17,16
1678,78,17,16
1679,79,17,16
1680,80,17,16
1681,81,17,16
1682,82,17,16
1683,83,17,16
1684,84,17,16
1685,85,17,15
1686,86,17,14
1687,87,17,13
1688,88,17,12
1689,89,17,11
1690,90,17,10
1691,91,17,9
1692,92,17,8
1693,93,17,7
1694,94,17,6
1695,95,17,5
1696,96,17,4
1697,97,17,3
1698,98,17,2
1699,99,17,1
1700,100,17,0
1701,1,18,0
1702,2,18,1
1703,3,18,2
1704,4,18,3
1705,5,18,4
1706,6,18,5
1707,7,18,6
1708,8,18,7
1709,9,18,8
1710,10,18,9
1711,11,18,10
1712,12,18,11
1713,13,18,12
1714,14,18,13
1715,15,18,14
1716,16,18,15
1717,17,18,16
1718,18,18,17
1719,19,18,17
1720,20,18,17
1721,21,18,17
1722,22,18,17
1723,23,18,17
1724,24,18,17
1725,25,18,17
1726,26,18,17
1727,27,18,17
1728,28,18,17
1729,29,18,17
1730,30,18,17
1731,31,18,17
1732,32,18,17
1733,33,18,17
1734,34,18,17
1735,35,18,17
1736,36,18,17
1737,37,18,17
1738,38,18,17
1739,39,18,17
1740,40,18,17
1741,41,18,17
1742,42,18,17
1743,43,18,17
1744,44,18,17
1745,45,18,17
1746,46,18,17
1747,47,18,17
1748,48,18,17
1749,49,18,17
1750,50,18,17
1751,51,18,17
1752,52,18,17
1753,53,18,17
1754,54,18,17
1755,55,18,17
1756,56,18,17
1757,57,18,17
1758,58,18,17
1759,59,18,17
1760,60,18,17
1761,61,18,17
1762,62,18,17
1763,63,18,17
1764,64,18,17
1765,65,18,17
1766,66,18,17
1767,67,18,17
1768,68,18,17
1769,69,18,17
1770,70,18,17
1771,71,18,17
1772,72,18,17
1773,73,18,17
1774,74,18,17
1775,75,18,17
1776,76,18,17
1777,77,18,17
1778,78,18,17
1779,79,18,17
1780,80,18,17
1781,81,18,17
1782,82,18,17
1783,83,18,17
1784,84,18,16
1785,85,18,15
1786,86,18,14
1787,87,18,13
1788,88,18,12
1789,89,18,11
1790,90,18,10
1791,91,18,9
1792,92,18,8
1793,93,18,7
1794,94,18,6
1795,95,18,5
1796,96,18,4
1797,97,18,3
1798,98,18,2
1799,99,18,1
1800,100,18,0
1801,1,19,0
1802,2,19,1
1803,3,19,2
1804,4,19,3
1805,5,19,4
1806,6,19,5
1807,7,19,6
1808,8,19,7
1809,9,19,8
1810,10,19,9
1811,11,19,10
1812,12,19,11
1813,13,19,12
1814,14,19,13
1815,15,19,14
1816,16,19,15
1817,17,19,16
1818,18,19,17
1819,19,19,18
1820,20,19,18
1821,21,19,18
1822,22,19,18
1823,23,19,18
1824,24,19,18
1825,25,19,18
1826,26,19,18
1827,27,19,18
1828,28,19,18
1829,29,19,18
1830,30,19,18
1831,31,19,18
1832,32,19,18
1833,33,19,18
1834,34,19,18
1835,35,19,18
1836,36,19,18
1837,37,19,18
1838,38,19,18
1839,39,19,18
1840,40,19,18
1841,41,19,18
1842,42,19,18
1843,43,19,18
1844,44,19,18
1845,45,19,18
1846,46,19,18
1847,47,19,18
1848,48,19,18
1849,49,19,18
1850,50,19,18
1851,51,19,18
1852,52,19,18
1853,53,19,18
1854,54,19,18
1855,55,19,18
1856,56,19,18
1857,57,19,18
1858,58,19,18
1859,59,19,18
1860,60,19,18
1861,61,19,18
1862,62,19,18
1863,63,19,18
1864,64,19,18
1865,65,19,18
1866,66,19,18
1867,67,19,18
1868,68,19,18
1869,69,19,18
1870,70,19,18
1871,71,19,18
1872,72,19,18
1873,73,19,18
1874,74,19,18
1875,75,19,18
1876,76,19,18
1877,77,19,18
1878,78,19,18
1879,79,19,18
1880,80,19,18
1881,81,19,18
1882,82,19,18
1883,83,19,17
1884,84,19,16
1885,85,19,15
1886,86,19,14
1887,87,19,13
1888,88,19,12
1889,89,19,11
1890,90,19,10
1891,91,19,9
1892,92,19,8
1893,93,19,7
1894,94,19,6
1895,95,19,5
1896,96,19,4
1897,97,19,3
1898,98,19,2
1899,99,19,1
1900,100,19,0
1901,1,20,0
1902,2,20,1
1903,3,20,2
1904,4,20,3
1905,5,20,4
1906,6,20,5
1907,7,20,6
1908,8,20,7
1909,9,20,8
1910,10,20,9
1911,11,20,10
1912,12,20,11
1913,13,20,12
1914,14,20,13
1915,15,20,14
1916,16,20,15
1917,17,20,16
1918,18,20,17
1919,19,20,18
1920,20,20,19
1921,21,20,19
1922,22,20,19
1923,23,20,19
1924,24,20,19
1925,25,20,19
1926,26,20,19
1927,27,20,19
1928,28,20,19
1929,29,20,19
1930,30,20,19
1931,31,20,19
1932,32,20,19
1933,33,20,19
1934,34,20,19
1935,35,20,19
1936,36,20,19
1937,37,20,19
1938,38,20,19
1939,39,20,19
1940,40,20,19
1941,41,20,19
1942,42,20,19
1943,43,20,19
1944,44,20,19
1945,45,20,19
1946,46,20,19
1947,47,20,19
1948,48,20,19
1949,49,20,19
1950,50,20,19
1951,51,20,19
1952,52,20,19
1953,53,20,19
1954,54,20,19
1955,55,20,19
1956,56,20,19
1957,57,20,19
1958,58,20,19
1959,59,20,19
1960,60,20,19
1961,61,20,19
1962,62,20,19
1963,63,20,19
1964,64,20,19
1965,65,20,19
1966,66,20,19
1967,67,20,19
1968,68,20,19
1969,69,20,19
1970,70,20,19
1971,71,20,19
1972,72,20,19
1973,73,20,19
1974,74,20,19
1975,75,20,19
1976,76,20,19
1977,77,20,19
1978,78,20,19
1979,79,20,19
1980,80,20,19
1981,81,20,19
1982,82,20,18
1983,83,20,17
1984,84,20,16
1985,85,20,15
1986,86,20,14
1987,87,20,13
1988,88,20,12
1989,89,20,11
1990,90,20,10
1991,91,20,9
1992,92,20,8
1993,93,20,7
1994,94,20,6
1995,95,20,5
1996,96,20,4
1997,97,20,3
1998,98,20,2
1999,99,20,1
2000,100,20,0
2001,1,21,0
2002,2,21,1
2003,3,21,2
2004,4,21,3
2005,5,21,4
2006,6,21,5
2007,7,21,6
2008,8,21,7
2009,9,21,8
2010,10,21,9
2011,11,21,10
2012,12,21,11
2013,13,21,12
2014,14,21,13
2015,15,21,14
2016,16,21,15
2017,17,21,16
2018,18,21,17
2019,19,21,18
2020,20,21,19
2021,21,21,20
2022,22,21,20
2023,23,21,20
2024,24,21,20
2025,25,21,20
2026,26,21,20
2027,27,21,20
2028,28,21,20
2029,29,21,20
2030,30,21,20
2031,31,21,20
2032,32,21,20
2033,33,21,20
2034,34,21,20
2035,35,21,20
2036,36,21,20
2037,37,21,20
2038,38,21,20
2039,39,21,20
2040,40,21,20
2041,41,21,20
2042,42,21,20
2043,43,21,20
2044,44,21,20
2045,45,21,20
2046,46,21,20
2047,47,21,20
2048,48,21,20
2049,49,21,20
2050,50,21,20
2051,51,21,20
2052,52,21,20
2053,53,21,20
2054,54,21,20
2055,55,21,20
2056,56,21,20
2057,57,21,20
2058,58,21,20
2059,59,21,20
2060,60,21,20
2061,61,21,20
2062,62,21,20
2063,63,21,20
2064,64,21,20
2065,65,21,20
2066,66,21,20
2067,67,21,20
2068,68,21,20
2069,69,21,20
2070,70,21,20
2071,71,21,20
2072,72,21,20
2073,73,21,20
2074,74,21,20
2075,75,21,20
2076,76,21,20
2077,77,21,20
2078,78,21,20
2079,79,21,20
2080,80,21,20
2081,81,21,19
2082,82,21,18
2083,83,21,17
2084,84,21,16
2085,85,21,15
2086,86,21,14
2087,87,21,13
2088,88,21,12
2089,89,21,11
2090,90,21,10
2091,91,21,9
2092,92,21,8
2093,93,21,7
2094,94,21,6
2095,95,21,5
2096,96,21,4
2097,97,21,3
2098,98,21,2
2099,99,21,1
2100,100,21,0
2101,1,22,0
2102,2,22,1
2103,3,22,2
2104,4,22,3
2105,5,22,4
2106,6,22,5
2107,7,22,6
2108,8,22,7
2109,9,22,8
2110,10,22,9
2111,11,22,10
2112,12,22,11
2113,13,22,12
2114,14,22,13
2115,15,22,14
2116,16,22,15
2117,17,22,16
2118,18,22,17
2119,19,22,18
2120,20,22,19
2121,21,22,20
2122,22,22,21
2123,23,22,21
2124,24,22,21
2125,25,22,21
2126,26,22,21
2127,27,22,21
2128,28,22,21
2129,29,22,21
2130,30,22,21
2131,31,22,21
2132,32,22,21
2133,33,22,21
2134,34,22,21
2135,35,22,21
2136,36,22,21
2137,37,22,21
2138,38,22,21
2139,39,22,21
2140,40,22,21
2141,41,22,21
2142,42,22,21
2143,43,22,21
2144,44,22,21
2145,45,22,21
2146,46,22,21
2147,47,22,21
2148,48,22,21
2149,49,22,21
2150,50,22,21
2151,51,22,21
2152,52,22,21
2153,53,22,21
2154,54,22,21
2155,55,22,21
2156,56,22,21
2157,57,22,21
2158,58,22,21
2159,59,22,21
2160,60,22,21
2161,61,22,21
2162,62,22,21
2163,63,22,21
2164,64,22,21
2165,65,22,21
2166,66,22,21
2167,67,22,21
2168,68,22,21
2169,69,22,21
2170,70,22,21
2171,71,22,21
2172,72,22,21
2173,73,22,21
2174,74,22,21
2175,75,22,21
2176,76,22,21
2177,77,22,21
2178,78,22,21
2179,79,22,21
2180,80,22,20
2181,81,22,19
2182,82,22,18
2183,83,22,17
2184,84,22,16
2185,85,22,15
2186,86,22,14
2187,87,22,13
2188,88,22,12
2189,89,22,11
2190,90,22,10
2191,91,22,9
2192,92,22,8
2193,93,22,7
2194,94,22,6
2195,95,22,5
2196,96,22,4
2197,97,22,3
2198,98,22,2
2199,99,22,1
2200,100,22,0
2201,1,23,0
2202,2,23,1
2203,3,23,2
2204,4,23,3
2205,5,23,4
2206,6,23,5
2207,7,23,6
2208,8,23,7
2209,9,23,8
2210,10,23,9
2211,11,23,10
2212,12,23,11
2213,13,23,12
2214,14,23,13
2215,15,23,14
2216,16,23,15
2217,17,23,16
2218,18,23,17
2219,19,23,18
2220,20,23,19
2221,21,23,20
2222,22,23,21
2223,23,23,22
2224,24,23,22
2225,25,23,22
2226,26,23,22
2227,27,23,22
2228,28,23,22
2229,29,23,22
2230,30,23,22
2231,31,23,22
2232,32,23,22
2233,33,23,22
2234,34,23,22
2235,35,23,22
2236,36,23,22
2237,37,23,22
2238,38,23,22
2239,39,23,22
2240,40,23,22
2241,41,23,22
2242,42,23,22
2243,43,23,22
2244,44,23,22
2245,45,23,22
2246,46,23,22
2247,47,23,22
2248,48,23,22
2249,49,23,22
2250,50,23,22
2251,51,23,22
2252,52,23,22
2253,53,23,22
2254,54,23,22
2255,55,23,22
2256,56,23,22
2257,57,23,22
2258,58,23,22
2259,59,23,22
2260,60,23,22
2261,61,23,22
2262,62,23,22
2263,63,23,22
2264,64,23,22
2265,65,23,22
2266,66,23,22
2267,67,23,22
2268,68,23,22
2269,69,23,22
2270,70,23,22
2271,71,23,22
2272,72,23,22
2273,73,23,22
2274,74,23,22
2275,75,23,22
2276,76,23,22
2277,77,23,22
2278,78,23,22
2279,79,23,21
2280,80,23,20
2281,81,23,19
2282,82,23,18
2283,83,23,17
2284,84,23,16
2285,85,23,15
2286,86,23,14
2287,87,23,13
2288,88,23,12
2289,89,23,11
2290,90,23,10
2291,91,23,9
2292,92,23,8
2293,93,23,7
2294,94,23,6
2295,95,23,5
2296,96,23,4
2297,97,23,3
2298,98,23,2
2299,99,23,1
2300,100,23,0
2301,1,24,0
2302,2,24,1
2303,3,24,2
2304,4,24,3
2305,5,24,4
2306,6,24,5
2307,7,24,6
2308,8,24,7
2309,9,24,8
2310,10,24,9
2311,11,24,10
2312,12,24,11
2313,13,24,12
2314,14,24,13
2315,15,24,14
2316,16,24,15
2317,17,24,16
2318,18,24,17
2319,19,24,18
2320,20,24,19
2321,21,24,20
2322,22,24,21
2323,23,24,22
2324,24,24,23
2325,25,24,23
2326,26,24,23
2327,27,24,23
2328,28,24,23
2329,29,24,23
2330,30,24,23
2331,31,24,23
2332,32,24,23
2333,33,24,23
2334,34,24,23
2335,35,24,23
2336,36,24,23
2337,37,24,23
2338,38,24,23
2339,39,24,23
2340,40,24,23
2341,41,24,23
2342,42,24,23
2343,43,24,23
2344,44,24,23
2345,45,24,23
2346,46,24,23
2347,47,24,23
2348,48,24,23
2349,49,24,23
2350,50,24,23
2351,51,24,23
2352,52,24,23
2353,53,24,23
2354,54,24,23
2355,55,24,23
2356,56,24,23
2357,57,24,23
2358,58,24,23
2359,59,24,23
2360,60,24,23
2361,61,24,23
2362,62,24,23
2363,63,24,23
2364,64,24,23
2365,65,24,23
2366,66,24,23
2367,67,24,23
2368,68,24,23
2369,69,24,23
2370,70,24,23
2371,71,24,23
2372,72,24,23
2373,73,24,23
2374,74,24,23
2375,75,24,23
2376,76,24,23
2377,77,24,23
2378,78,24,22
2379,79,24,21
2380,80,24,20
2381,81,24,19
2382,82,24,18
2383,83,24,17
2384,84,24,16
2385,85,24,15
2386,86,24,14
2387,87,24,13
2388,88,24,12
2389,89,24,11
2390,90,24,10
2391,91,24,9
2392,92,24,8
2393,93,24,7
2394,94,24,6
2395,95,24,5
2396,96,24,4
2397,97,24,3
2398,98,24,2
2399,99,24,1
2400,100,24,0
2401,1,25,0
2402,2,25,1
2403,3,25,2
2404,4,25,3
2405,5,25,4
2406,6,25,5
2407,7,25,6
2408,8,25,7
2409,9,25,8
2410,10,25,9
2411,11,25,10
2412,12,25,11
2413,13,25,12
2414,14,25,13
2415,15,25,14
2416,16,25,15
2417,17,25,16
2418,18,25,17
2419,19,25,18
2420,20,25,19
2421,21,25,20
2422,22,25,21
2423,23,25,22
2424,24,25,23
2425,25,25,24
2426,26,25,24
2427,27,25,24
2428,28,25,24
2429,29,25,24
2430,30,25,24
2431,31,25,24
2432,32,25,24
2433,33,25,24
2434,34,25,24
2435,35,25,24
2436,36,25,24
2437,37,25,24
2438,38,25,24
2439,39,25,24
2440,40,25,24
2441,41,25,24
2442,42,25,24
2443,43,25,24
2444,44,25,24
2445,45,25,24
2446,46,25,24
2447,47,25,24
2448,48,25,24
2449,49,25,24
2450,50,25,24
2451,51,25,24
2452,52,25,24
2453,53,25,24
2454,54,25,24
2455,55,25,24
2456,56,25,24
2457,57,25,24
2458,58,25,24
2459,59,25,24
2460,60,25,24
2461,61,25,24
2462,62,25,24
2463,63,25,24
2464,64,25,24
2465,65,25,24
2466,66,25,24
2467,67,25,24
2468,68,25,24
2469,69,25,24
2470,70,25,24
2471,71,25,24
2472,72,25,24
2473,73,25,24
2474,74,25,24
2475,75,25,24
2476,76,25,24
2477,77,25,23
2478,78,25,22
2479,79,25,21
2480,80,25,20
2481,81,25,19
2482,82,25,18
2483,83,25,17
2484,84,25,16
2485,85,25,15
2486,86,25,14
2487,87,25,13
2488,88,25,12
2489,89,25,11
2490,90,25,10
2491,91,25,9
2492,92,25,8
2493,93,25,7
2494,94,25,6
2495,95,25,5
2496,96,25,4
2497,97,25,3
2498,98,25,2
2499,99,25,1
2500,100,25,0
2501,1,26,0
2502,2,26,1
2503,3,26,2
2504,4,26,3
2505,5,26,4
2506,6,26,5
2507,7,26,6
2508,8,26,7
2509,9,26,8
2510,10,26,9
2511,11,26,10
2512,12,26,11
2513,13,26,12
2514,14,26,13
2515,15,26,14
2516,16,26,15
2517,17,26,16
2518,18,26,17
2519,19,26,18
2520,20,26,19
2521,21,26,20
2522,22,26,21
2523,23,26,22
2524,24,26,23
2525,25,26,24
2526,26,26,25
2527,27,26,25
2528,28,26,25
2529,29,26,25
2530,30,26,25
2531,31,26,25
2532,32,26,25
2533,33,26,25
2534,34,26,25
2535,35,26,25
2536,36,26,25
2537,37,26,25
2538,38,26,25
2539,39,26,25
2540,40,26,25
2541,41,26,25
2542,42,26,25
2543,43,26,25
2544,44,26,25
2545,45,26,25
2546,46,26,25
2547,47,26,25
2548,48,26,25
2549,49,26,25
2550,50,26,25
2551,51,26,25
2552,52,26,25
2553,53,26,25
2554,54,26,25
2555,55,26,25
2556,56,26,25
2557,57,26,25
2558,58,26,25
2559,59,26,25
2560,60,26,25
2561,61,26,25
2562,62,26,25
2563,63,26,25
2564,64,26,25
2565,65,26,25
2566,66,26,25
2567,67,26,25
2568,68,26,25
2569,69,26,25
2570,70,26,25
2571,71,26,25
2572,72,26,25
2573,73,26,25
2574,74,26,25
2575,75,26,25
2576,76,26,24
2577,77,26,23
2578,78,26,22
2579,79,26,21
2580,80,26,20
2581,81,26,19
2582,82,26,18
2583,83,26,17
2584,84,26,16
2585,85,26,15
2586,86,26,14
2587,87,26,13
2588,88,26,12
2589,89,26,11
2590,90,26,10
2591,91,26,9
2592,92,26,8
2593,93,26,7
2594,94,26,6
2595,95,26,5
2596,96,26,4
2597,97,26,3
2598,98,26,2
2599,99,26,1
2600,100,26,0
2601,1,27,0
2602,2,27,1
2603,3,27,2
2604,4,27,3
2605,5,27,4
2606,6,27,5
2607,7,27,6
2608,8,27,7
2609,9,27,8
2610,10,27,9
2611,11,27,10
2612,12,27,11
2613,13,27,12
2614,14,27,13
2615,15,27,14
2616,16,27,15
2617,17,27,16
2618,18,27,17
2619,19,27,18
2620,20,27,19
2621,21,27,20
2622,22,27,21
2623,23,27,22
2624,24,27,23
2625,25,27,24
2626,26,27,25
2627,27,27,26
2628,28,27,26
2629,29,27,26
2630,30,27,26
2631,31,27,26
2632,32,27,26
2633,33,27,26
2634,34,27,26
2635,35,27,26
2636,36,27,26
2637,37,27,26
2638,38,27,26
2639,39,27,26
2640,40,27,26
2641,41,27,26
2642,42,27,26
2643,43,27,26
2644,44,27,26
2645,45,27,26
2646,46,27,26
2647,47,27,26
2648,48,27,26
2649,49,27,26
2650,50,27,26
2651,51,27,26
2652,52,27,26
2653,53,27,26
2654,54,27,26
2655,55,27,26
2656,56,27,26
2657,57,27,26
2658,58,27,26
2659,59,27,26
2660,60,27,26
2661,61,27,26
2662,62,27,26
2663,63,27,26
2664,64,27,26
2665,65,27,26
2666,66,27,26
2667,67,27,26
2668,68,27,26
2669,69,27,26
2670,70,27,26
2671,71,27,26
2672,72,27,26
2673,73,27,26
2674,74,27,26
2675,75,27,25
2676,76,27,24
2677,77,27,23
2678,78,27,22
2679,79,27,21
2680,80,27,20
2681,81,27,19
2682,82,27,18
2683,83,27,17
2684,84,27,16
2685,85,27,15
2686,86,27,14
2687,87,27,13
2688,88,27,12
2689,89,27,11
2690,90,27,10
2691,91,27,9
2692,92,27,8
2693,93,27,7
2694,94,27,6
2695,95,27,5
2696,96,27,4
2697,97,27,3
2698,98,27,2
2699,99,27,1
2700,100,27,0
2701,1,28,0
2702,2,28,1
2703,3,28,2
2704,4,28,3
2705,5,28,4
2706,6,28,5
2707,7,28,6
2708,8,28,7
2709,9,28,8
2710,10,28,9
2711,11,28,10
2712,12,28,11
2713,13,28,12
2714,14,28,13
2715,15,28,14
2716,16,28,15
2717,17,28,16
2718,18,28,17
2719,19,28,18
2720,20,28,19
2721,21,28,20
2722,22,28,21
2723,23,28,22
2724,24,28,23
2725,25,28,24
2726,26,28,25
2727,27,28,26
2728,28,28,27
2729,29,28,27
2730,30,28,27
2731,31,28,27
2732,32,28,27
2733,33,28,27
2734,34,28,27
2735,35,28,27
2736,36,28,27
2737,37,28,27
2738,38,28,27
2739,39,28,27
2740,40,28,27
2741,41,28,27
2742,42,28,27
2743,43,28,27
2744,44,28,27
2745,45,28,27
2746,46,28,27
2747,47,28,27
2748,48,28,27
2749,49,28,27
2750,50,28,27
2751,51,28,27
2752,52,28,27
2753,53,28,27
2754,54,28,27
2755,55,28,27
2756,56,28,27
2757,57,28,27
2758,58,28,27
2759,59,28,27
2760,60,28,27
2761,61,28,27
2762,62,28,27
2763,63,28,27
2764,64,28,27
2765,65,28,27
2766,66,28,27
2767,67,28,27
2768,68,28,27
2769,69,28,27
2770,70,28,27
2771,71,28,27
2772,72,28,27
2773,73,28,27
2774,74,28,26
2775,75,28,25
2776,76,28,24
2777,77,28,23
2778,78,28,22
2779,79,28,21
2780,80,28,20
2781,81,28,19
2782,82,28,18
2783,83,28,17
2784,84,28,16
2785,85,28,15
2786,86,28,14
2787,87,28,13
2788,88,28,12
2789,89,28,11
2790,90,28,10
2791,91,28,9
2792,92,28,8
2793,93,28,7
2794,94,28,6
2795,95,28,5
2796,96,28,4
2797,97,28,3
2798,98,28,2
2799,99,28,1
2800,100,28,0
2801,1,29,0
2802,2,29,1
2803,3,29,2
2804,4,29,3
2805,5,29,4
2806,6,29,5
2807,7,29,6
2808,8,29,7
2809,9,29,8
2810,10,29,9
2811,11,29,10
2812,12,29,11
2813,13,29,12
2814,14,29,13
2815,15,29,14
2816,16,29,15
2817,17,29,16
2818,18,29,17
2819,19,29,18
2820,20,29,19
2821,21,29,20
2822,22,29,21
2823,23,29,22
2824,24,29,23
2825,25,29,24
2826,26,29,25
2827,27,29,26
2828,28,29,27
2829,29,29,28
2830,30,29,28
2831,31,29,28
2832,32,29,28
2833,33,29,28
2834,34,29,28
2835,35,29,28
2836,36,29,28
2837,37,29,28
2838,38,29,28
2839,39,29,28
2840,40,29,28
2841,41,29,28
2842,42,29,28
2843,43,29,28
2844,44,29,28
2845,45,29,28
2846,46,29,28
2847,47,29,28
2848,48,29,28
2849,49,29,28
2850,50,29,28
2851,51,29,28
2852,52,29,28
2853,53,29,28
2854,54,29,28
2855,55,29,28
2856,56,29,28
2857,57,29,28
2858,58,29,28
2859,59,29,28
2860,60,29,28
2861,61,29,28
2862,62,29,28
2863,63,29,28
2864,64,29,28
2865,65,29,28
2866,66,29,28
2867,67,29,28
2868,68,29,28
2869,69,29,28
2870,70,29,28
2871,71,29,28
2872,72,29,28
2873,73,29,27
2874,74,29,26
2875,75,29,25
2876,76,29,24
2877,77,29,23
2878,78,29,22
2879,79,29,21
2880,80,29,20
2881,81,29,19
2882,82,29,18
2883,83,29,17
2884,84,29,16
2885,85,29,15
2886,86,29,14
2887,87,29,13
2888,88,29,12
2889,89,29,11
2890,90,29,10
2891,91,29,9
2892,92,29,8
2893,93,29,7
2894,94,29,6
2895,95,29,5
2896,96,29,4
2897,97,29,3
2898,98,29,2
2899,99,29,1
2900,100,29,0
2901,1,30,0
2902,2,30,1
2903,3,30,2
2904,4,30,3
2905,5,30,4
2906,6,30,5
2907,7,30,6
2908,8,30,7
2909,9,30,8
2910,10,30,9
2911,11,30,10
2912,12,30,11
2913,13,30,12
2914,14,30,13
2915,15,30,14
2916,16,30,15
2917,17,30,16
2918,18,30,17
2919,19,30,18
2920,20,30,19
2921,21,30,20
2922,22,30,21
2923,23,30,22
2924,24,30,23
2925,25,30,24
2926,26,30,25
2927,27,30,26
2928,28,30,27
2929,29,30,28
2930,30,30,29
2931,31,30,29
2932,32,30,29
2933,33,30,29
2934,34,30,29
2935,35,30,29
2936,36,30,29
2937,37,30,29
2938,38,30,29
2939,39,30,29
2940,40,30,29
2941,41,30,29
2942,42,30,29
2943,43,30,29
2944,44,30,29
2945,45,30,29
2946,46,30,29
2947,47,30,29
2948,48,30,29
2949,49,30,29
2950,50,30,29
2951,51,30,29
2952,52,30,29
2953,53,30,29
2954,54,30,29
2955,55,30,29
2956,56,30,29
2957,57,30,29
2958,58,30,29
2959,59,30,29
2960,60,30,29
2961,61,30,29
2962,62,30,29
2963,63,30,29
2964,64,30,29
2965,65,30,29
2966,66,30,29
2967,67,30,29
2968,68,30,29
2969,69,30,29
2970,70,30,29
2971,71,30,29
2972,72,30,28
2973,73,30,27
2974,74,30,26
2975,75,30,25
2976,76,30,24
2977,77,30,23
2978,78,30,22
2979,79,30,21
2980,80,30,20
2981,81,30,19
2982,82,30,18
2983,83,30,17
2984,84,30,16
2985,85,30,15
2986,86,30,14
2987,87,30,13
2988,88,30,12
2989,89,30,11
2990,90,30,10
2991,91,30,9
2992,92,30,8
2993,93,30,7
2994,94,30,6
2995,95,30,5
2996,96,30,4
2997,97,30,3
2998,98,30,2
2999,99,30,1
3000,100,30,0
3001,1,31,0
3002,2,31,1
3003,3,31,2
3004,4,31,3
3005,5,31,4
3006,6,31,5
3007,7,31,6
3008,8,31,7
3009,9,31,8
3010,10,31,9
3011,11,31,10
3012,12,31,11
3013,13,31,12
3014,14,31,13
3015,15,31,14
3016,16,31,15
3017,17,31,16
3018,18,31,17
3019,19,31,18
3020,20,31,19
3021,21,31,20
3022,22,31,21
3023,23,31,22
3024,24,31,23
3025,25,31,24
3026,26,31,25
3027,27,31,26
3028,28,31,27
3029,29,31,28
3030,30,31,29
3031,31,31,30
3032,32,31,30
3033,33,31,30
3034,34,31,30
3035,35,31,30
3036,36,31,30
3037,37,31,30
3038,38,31,30
3039,39,31,30
3040,40,31,30
3041,41,31,30
3042,42,31,30
3043,43,31,30
3044,44,31,30
3045,45,31,30
3046,46,31,30
3047,47,31,30
3048,48,31,30
3049,49,31,30
3050,50,31,30
3051,51,31,30
3052,52,31,30
3053,53,31,30
3054,54,31,30
3055,55,31,30
3056,56,31,30
3057,57,31,30
3058,58,31,30
3059,59,31,30
3060,60,31,30
3061,61,31,30
3062,62,31,30
3063,63,31,30
3064,64,31,30
3065,65,31,30
3066,66,31,30
3067,67,31,30
3068,68,31,30
3069,69,31,30
3070,70,31,30
3071,71,31,29
3072,72,31,28
3073,73,31,27
3074,74,31,26
3075,75,31,25
3076,76,31,24
3077,77,31,23
3078,78,31,22
3079,79,31,21
3080,80,31,20
3081,81,31,19
3082,82,31,18
3083,83,31,17
3084,84,31,16
3085,85,31,15
3086,86,31,14
3087,87,31,13
3088,88,31,12
3089,89,31,11
3090,90,31,10
3091,91,31,9
3092,92,31,8
3093,93,31,7
3094,94,31,6
3095,95,31,5
3096,96,31,4
3097,97,31,3
3098,98,31,2
3099,99,31,1
3100,100,31,0
3101,1,32,0
3102,2,32,1
3103,3,32,2
3104,4,32,3
3105,5,32,4
3106,6,32,5
3107,7,32,6
3108,8,32,7
3109,9,32,8
3110,10,32,9
3111,11,32,10
3112,12,32,11
3113,13,32,12
3114,14,32,13
3115,15,32,14
3116,16,32,15
3117,17,32,16
3118,18,32,17
3119,19,32,18
3120,20,32,19
3121,21,32,20
3122,22,32,21
3123,23,32,22
3124,24,32,23
3125,25,32,24
3126,26,32,25
3127,27,32,26
3128,28,32,27
3129,29,32,28
3130,30,32,29
3131,31,32,30
3132,32,32,31
3133,33,32,31
3134,34,32,31
3135,35,32,31
3136,36,32,31
3137,37,32,31
3138,38,32,31
3139,39,32,31
3140,40,32,31
3141,41,32,31
3142,42,32,31
3143,43,32,31
3144,44,32,31
3145,45,32,31
3146,46,32,31
3147,47,32,31
3148,48,32,31
3149,49,32,31
3150,50,32,31
3151,51,32,31
3152,52,32,31
3153,53,32,31
3154,54,32,31
3155,55,32,31
3156,56,32,31
3157,57,32,31
3158,58,32,31
3159,59,32,31
3160,60,32,31
3161,61,32,31
3162,62,32,31
3163,63,32,31
3164,64,32,31
3165,65,32,31
3166,66,32,31
3167,67,32,31
3168,68,32,31
3169,69,32,31
3170,70,32,30
3171,71,32,29
3172,72,32,28
3173,73,32,27
3174,74,32,26
3175,75,32,25
3176,76,32,24
3177,77,32,23
3178,78,32,22
3179,79,32,21
3180,80,32,20
3181,81,32,19
3182,82,32,18
3183,83,32,17
3184,84,32,16
3185,85,32,15
3186,86,32,14
3187,87,32,13
3188,88,32,12
3189,89,32,11
3190,90,32,10
3191,91,32,9
3192,92,32,8
3193,93,32,7
3194,94,32,6
3195,95,32,5
3196,96,32,4
3197,97,32,3
3198,98,32,2
3199,99,32,1
3200,100,32,0
3201,1,33,0
3202,2,33,1
3203,3,33,2
3204,4,33,3
3205,5,33,4
3206,6,33,5
3207,7,33,6
3208,8,33,7
3209,9,33,8
